id,post_date,post_messsage,engagements
27177,2021/06/20 23:30:00, ya comienza  primer capitulo de  chicagomed    https   t co rixipprev  https   t co bgwkklj  a,189.0
44038,2021/06/20 23:30:00, ya comienza primer capitulo de chicagomed ,189.0
44071,2021/06/21 00:00:00, conoce a mabel y sus amigas de lunes a jueves latorredemabel despues de tele ,74.0
27210,2021/06/21 00:00:00, conoce a mabel y sus amigas de lunes a jueves     latorredemabel despues de  tele   https   t co uu d irgdm,74.0
8349,2021/06/21 00:00:00, conoce a mabel y sus amigas de lunes a jueves     latorredemabel despues de  tele   https   t co uu d irgdm,74.0
8348,2021/06/21 00:30:00,sos  autoridades encuentran planta de marihuana en plena via publica   https   t co xnyjttised https   t co j trlvue s,139.0
27209,2021/06/21 00:30:00,sos  autoridades encuentran planta de marihuana en plena via publica   https   t co xnyjttised https   t co j trlvue s,139.0
44070,2021/06/21 00:30:00,sos autoridades encuentran planta de marihuana en plena via publica ,139.0
44081,2021/06/21 09:00:00,estan dispuestos a darlo todo por salvar vidas chicagomed llega hoy lunes de junio despues de latorredemabel ,30.0
27220,2021/06/21 09:00:00,estan dispuestos a darlo todo por salvar vidas    chicagomed llega hoy lunes    de junio despues de  latorredemabel https   t co lzpnfamdzn,30.0
8359,2021/06/21 09:00:00,estan dispuestos a darlo todo por salvar vidas    chicagomed llega hoy lunes    de junio despues de  latorredemabel https   t co lzpnfamdzn,30.0
8358,2021/06/21 10:00:00, cluny  quiere informacion que lo ayude a acabar con el malvado plan de laura     latorredemabel hoy lunes    de junio despues de  tele   https   t co  j i  xbqp,58.0
27219,2021/06/21 10:00:00, cluny  quiere informacion que lo ayude a acabar con el malvado plan de laura     latorredemabel hoy lunes    de junio despues de  tele   https   t co  j i  xbqp,58.0
44080,2021/06/21 10:00:00, cluny quiere informacion que lo ayude a acabar con el malvado plan de laura latorredemabel hoy lunes de junio despues de tele ,58.0
44079,2021/06/21 10:30:00, para fred redondo la vida debe vivirse intensamente asegura que ha aprendido el reciclaje de comida sin embargo su fuerte es el emplatado ya que tiene un gran talento para decorar mesas y platos pronto masterchefcelebritychile ,74.0
27218,2021/06/21 10:30:00, para fred redondo la vida debe vivirse intensamente    asegura que ha aprendido el reciclaje de comida   sin embargo  su fuerte es el emplatado  ya que tiene un gran talento para decorar mesas y platos   pronto  masterchefcelebritychile    https   t co agaaoztqct https   t co qmofbxbvyu,74.0
8357,2021/06/21 10:30:00, para fred redondo la vida debe vivirse intensamente    asegura que ha aprendido el reciclaje de comida   sin embargo  su fuerte es el emplatado  ya que tiene un gran talento para decorar mesas y platos   pronto  masterchefcelebritychile    https   t co agaaoztqct https   t co qmofbxbvyu,74.0
8356,2021/06/21 10:31:00," revive el capitulo de  ruta     
https   t co amimpe hrz",25.0
27217,2021/06/21 10:31:00," revive el capitulo de  ruta     
https   t co amimpe hrz",25.0
44078,2021/06/21 10:31:00, revive el capitulo de ruta ,25.0
44077,2021/06/21 10:37:00, revive el capitulo de platounico ,20.0
27216,2021/06/21 10:37:00," revive el capitulo de  platounico   
https   t co gfpc jhqkt",20.0
8355,2021/06/21 10:37:00," revive el capitulo de  platounico   
https   t co gfpc jhqkt",20.0
8354,2021/06/21 10:41:00,"el chef alonso barraza visito la ciudad de puerto montt para probar exquisitas recetas ligadas al mar y la tierra   
https   t co jrsftxmeys",56.0
27215,2021/06/21 10:41:00,"el chef alonso barraza visito la ciudad de puerto montt para probar exquisitas recetas ligadas al mar y la tierra   
https   t co jrsftxmeys",56.0
44076,2021/06/21 10:41:00,el chef alonso barraza visito la ciudad de puerto montt para probar exquisitas recetas ligadas al mar y la tierra ,56.0
44075,2021/06/21 10:42:00,estan dispuestos a darlo todo por salvar vidas chicagomed llega hoy lunes de junio despues de latorredemabel ,46.0
27214,2021/06/21 10:42:00,estan dispuestos a darlo todo por salvar vidas    chicagomed llega hoy lunes    de junio despues de  latorredemabel https   t co ovgjuukyby,46.0
8353,2021/06/21 10:42:00,estan dispuestos a darlo todo por salvar vidas    chicagomed llega hoy lunes    de junio despues de  latorredemabel https   t co ovgjuukyby,46.0
8352,2021/06/21 10:49:00, apoyemos a  laroja en su nuevo encuentro en la  copaamerica     chile vs uruguay      sigue todos los detalles desde las       hrs en https   t co rxdrhmycpb  lacopaxel   https   t co vx fux xsb,225.0
27213,2021/06/21 10:49:00, apoyemos a  laroja en su nuevo encuentro en la  copaamerica     chile vs uruguay      sigue todos los detalles desde las       hrs en https   t co rxdrhmycpb  lacopaxel   https   t co vx fux xsb,225.0
44074,2021/06/21 10:49:00, apoyemos a laroja en su nuevo encuentro en la copaamerica chile vs uruguay sigue todos los detalles desde las hrs en lacopaxel ,225.0
44073,2021/06/21 11:00:00,revisa el pronostico del tiempo para hoy y los proximos dias ,55.0
27212,2021/06/21 11:00:00,"revisa el pronostico del tiempo para hoy y los proximos dias  
https   t co mrib z mhg",55.0
8351,2021/06/21 11:00:00,"revisa el pronostico del tiempo para hoy y los proximos dias  
https   t co mrib z mhg",55.0
8350,2021/06/21 11:30:00,"emilio sutherland muestra una decena de importantes casos  desde un hombre que bebio alcohol gel hasta una mujer amenazada con un arma por su cita   
https   t co ubhfmo mpb",28.0
27211,2021/06/21 11:30:00,"emilio sutherland muestra una decena de importantes casos  desde un hombre que bebio alcohol gel hasta una mujer amenazada con un arma por su cita   
https   t co ubhfmo mpb",28.0
44072,2021/06/21 11:30:00,emilio sutherland muestra una decena de importantes casos desde un hombre que bebio alcohol gel hasta una mujer amenazada con un arma por su cita ,28.0
44033,2021/06/21 13:00:00,brereton se luce hablando español en clases de huaso isla ,227.0
27172,2021/06/21 13:00:00,"brereton se luce hablando español en clases de huaso isla
https   t co pylxydje x",227.0
8311,2021/06/21 13:00:00,"brereton se luce hablando español en clases de huaso isla
https   t co pylxydje x",227.0
8309,2021/06/21 14:00:00,"los pequeños querian estar con su madre     latorredemabel 
https   t co wygtbcfrfo",18.0
27170,2021/06/21 14:00:00,"los pequeños querian estar con su madre     latorredemabel 
https   t co wygtbcfrfo",18.0
44031,2021/06/21 14:00:00,los pequeños querian estar con su madre latorredemabel ,18.0
44030,2021/06/21 15:00:00,la modelo y periodista nataly chilet tiene una larga relacion con la cocina su especialidad es la pizza pero tambien tiene un gran talento cocinando postres pronto masterchefcelebritychile ,87.0
27169,2021/06/21 15:00:00,la modelo y periodista nataly chilet tiene una larga relacion con la cocina    su especialidad es la pizza  pero tambien tiene un gran talento cocinando postres      pronto  masterchefcelebritychile    https   t co agaaozbont https   t co i dof  hxt,87.0
8308,2021/06/21 15:00:00,la modelo y periodista nataly chilet tiene una larga relacion con la cocina    su especialidad es la pizza  pero tambien tiene un gran talento cocinando postres      pronto  masterchefcelebritychile    https   t co agaaozbont https   t co i dof  hxt,87.0
8307,2021/06/21 15:17:00," comenzo  esteban bullrich por los emprendedores  una historia de resiliencia 
unete  https   t co cfckvyhypv https   t co xknnovf  l",20.0
27168,2021/06/21 15:17:00," comenzo  esteban bullrich por los emprendedores  una historia de resiliencia 
unete  https   t co cfckvyhypv https   t co xknnovf  l",20.0
44029,2021/06/21 15:17:00, comenzo esteban bullrich por los emprendedores una historia de resiliencia unete ,20.0
44028,2021/06/21 17:19:00,ife universal comienza segundo periodo de postulacion ,36.0
27167,2021/06/21 17:19:00,"ife universal  comienza segundo periodo de postulacion
https   t co lbaectkfgd",36.0
8306,2021/06/21 17:19:00,"ife universal  comienza segundo periodo de postulacion
https   t co lbaectkfgd",36.0
8305,2021/06/21 17:29:00,este    de junio en  domingo de pelicula  estreno de  miamigoalexis       despues de  tele    tarde   imperdible  https   t co qxeixwi m ,128.0
27166,2021/06/21 17:29:00,este    de junio en  domingo de pelicula  estreno de  miamigoalexis       despues de  tele    tarde   imperdible  https   t co qxeixwi m ,128.0
44027,2021/06/21 17:29:00,este de junio en domingo de pelicula estreno de miamigoalexis despues de tele tarde imperdible ,128.0
44026,2021/06/21 18:00:00,pepi velasco una actriz apasionada y con un gran sentido del humor llega a las cocinas de masterchefchile a darlo todo tiene habilidades culinarias y conoce muuuuchas recetas pronto masterchefcelebritychile ,50.0
27165,2021/06/21 18:00:00,pepi velasco  una actriz apasionada y con un gran sentido del humor llega a las cocinas de  masterchefchile a darlo todo     tiene habilidades culinarias y conoce muuuuchas recetas     pronto  masterchefcelebritychile    https   t co agaaoztqct https   t co smesyom lt,50.0
8304,2021/06/21 18:00:00,pepi velasco  una actriz apasionada y con un gran sentido del humor llega a las cocinas de  masterchefchile a darlo todo     tiene habilidades culinarias y conoce muuuuchas recetas     pronto  masterchefcelebritychile    https   t co agaaoztqct https   t co smesyom lt,50.0
8303,2021/06/21 19:00:00,"denuncian a ex pdi por millonaria estafa con autos y casas
https   t co ctx irfnfd",175.0
27164,2021/06/21 19:00:00,"denuncian a ex pdi por millonaria estafa con autos y casas
https   t co ctx irfnfd",175.0
44025,2021/06/21 19:00:00,denuncian a ex pdi por millonaria estafa con autos y casas ,175.0
44024,2021/06/21 20:00:00,familia de tomas bravo desmiente filtraciones tras reunion con fiscalia ,126.0
27163,2021/06/21 20:00:00,"familia de tomas bravo desmiente filtraciones tras reunion con fiscalia
https   t co tzqqemzrfg",126.0
8302,2021/06/21 20:00:00,"familia de tomas bravo desmiente filtraciones tras reunion con fiscalia
https   t co tzqqemzrfg",126.0
8301,2021/06/21 20:32:00,una decision puede cambiarlo todo    chicagomed llega hoy martes    de junio despues de  latorredemabel https   t co e  ag sf s,
27162,2021/06/21 20:32:00,una decision puede cambiarlo todo    chicagomed llega hoy martes    de junio despues de  latorredemabel https   t co e  ag sf s,
44023,2021/06/21 20:32:00,una decision puede cambiarlo todo chicagomed llega hoy martes de junio despues de latorredemabel ,
44022,2021/06/21 20:40:00,el futbol se lleva en el corazon gran estreno en television abierta miamigoalexis este de junio en domingo de pelicula despues de tele tarde ,62.0
27161,2021/06/21 20:40:00,el futbol se lleva en el corazon    gran estreno en television abierta   miamigoalexis       este    de junio en  domingo de pelicula  despues de  tele    tarde  https   t co  ue nqzb e,62.0
8300,2021/06/21 20:40:00,el futbol se lleva en el corazon    gran estreno en television abierta   miamigoalexis       este    de junio en  domingo de pelicula  despues de  tele    tarde  https   t co  ue nqzb e,62.0
8299,2021/06/21 20:47:00,una decision puede cambiarlo todo    chicagomed hoy martes    de junio despues de  latorredemabel https   t co oyfau qipz,45.0
27160,2021/06/21 20:47:00,una decision puede cambiarlo todo    chicagomed hoy martes    de junio despues de  latorredemabel https   t co oyfau qipz,45.0
44021,2021/06/21 20:47:00,una decision puede cambiarlo todo chicagomed hoy martes de junio despues de latorredemabel ,45.0
44020,2021/06/21 21:00:00, nos activamos por el gran bailarin de la vega ,46.0
8298,2021/06/21 21:00:00, nos activamos por el gran bailarin de la vega  https   t co jtb o cpfz,46.0
27159,2021/06/21 21:00:00, nos activamos por el gran bailarin de la vega  https   t co jtb o cpfz,46.0
27158,2021/06/21 22:00:00,madre de tomas bravo entrego detalles de los nuevos antecedentes del caso https   t co wrkisaqxo ,458.0
8297,2021/06/21 22:00:00,madre de tomas bravo entrego detalles de los nuevos antecedentes del caso https   t co wrkisaqxo ,458.0
44019,2021/06/21 22:00:00,madre de tomas bravo entrego detalles de los nuevos antecedentes del caso ,458.0
44018,2021/06/21 23:00:00,una decision puede cambiarlo todo chicagomed hoy martes de junio despues de latorredemabel ,76.0
8296,2021/06/21 23:00:00,una decision puede cambiarlo todo    chicagomed hoy martes    de junio despues de  latorredemabel https   t co pr b vp b ,76.0
27157,2021/06/21 23:00:00,una decision puede cambiarlo todo    chicagomed hoy martes    de junio despues de  latorredemabel https   t co pr b vp b ,76.0
27156,2021/06/21 23:30:00, ya comienza  chicagomed     https   t co rixipq gjf https   t co u  c vg le,47.0
8295,2021/06/21 23:30:00, ya comienza  chicagomed     https   t co rixipq gjf https   t co u  c vg le,47.0
44017,2021/06/21 23:30:00, ya comienza chicagomed ,47.0
44034,2021/06/22 00:00:00,la llegada del doctor connor provoca algunos cambios y el personal medico debe enfrentarse a nuevos desafios primer capitulo disponible chicagomed ,20.0
27173,2021/06/22 00:00:00,"la llegada del doctor connor provoca algunos cambios y el personal medico debe enfrentarse a nuevos desafios    primer capitulo disponible   chicagomed 
https   t co ewbg qpb y",20.0
8312,2021/06/22 00:00:00,"la llegada del doctor connor provoca algunos cambios y el personal medico debe enfrentarse a nuevos desafios    primer capitulo disponible   chicagomed 
https   t co ewbg qpb y",20.0
8315,2021/06/22 09:44:00,"vuelven las precipitaciones   a que hora y donde llovera este miercoles 
https   t co zlwcqkhxmr",157.0
27176,2021/06/22 09:44:00,"vuelven las precipitaciones   a que hora y donde llovera este miercoles 
https   t co zlwcqkhxmr",157.0
44037,2021/06/22 09:44:00,vuelven las precipitaciones a que hora y donde llovera este miercoles ,157.0
44036,2021/06/22 10:00:00,el gusto por la cocina de julio milostich viene desde pequeño tuvo que reinventarse en pandemia y lo hizo con su pasion por el mundo culinario pronto masterchefcelebritychile ,74.0
27175,2021/06/22 10:00:00,el gusto por la cocina de julio milostich viene desde pequeño   tuvo que reinventarse en pandemia y lo hizo con su pasion por el mundo culinario       pronto  masterchefcelebritychile    https   t co agaaozbont https   t co bhm  ep np,74.0
8314,2021/06/22 10:00:00,el gusto por la cocina de julio milostich viene desde pequeño   tuvo que reinventarse en pandemia y lo hizo con su pasion por el mundo culinario       pronto  masterchefcelebritychile    https   t co agaaozbont https   t co bhm  ep np,74.0
8313,2021/06/22 11:00:00,"mabel y gaspar continuan con la desesperada busqueda de sus hijos    revive el capitulo   latorredemabel 
https   t co w pzvpqny ",21.0
27174,2021/06/22 11:00:00,"mabel y gaspar continuan con la desesperada busqueda de sus hijos    revive el capitulo   latorredemabel 
https   t co w pzvpqny ",21.0
44035,2021/06/22 11:00:00,mabel y gaspar continuan con la desesperada busqueda de sus hijos revive el capitulo latorredemabel ,21.0
44011,2021/06/22 13:00:00,encuentran cuerpo calcinado en el centro de santiago ,117.0
8289,2021/06/22 13:00:00,"encuentran cuerpo calcinado en el centro de santiago
https   t co yzwwjoiha ",117.0
27150,2021/06/22 13:00:00,"encuentran cuerpo calcinado en el centro de santiago
https   t co yzwwjoiha ",117.0
19806,2021/06/22 13:13:00, la torre de mabel  y su exitoso debut en canal     logro conquistar el rating https   t co pdakkjrtci,
945,2021/06/22 13:13:00, la torre de mabel  y su exitoso debut en canal     logro conquistar el rating https   t co pdakkjrtci,
8288,2021/06/22 14:00:00,el futbol se lleva en el corazon    gran estreno en television abierta   miamigoalexis       este    de junio en  domingo de pelicula  despues de  tele    tarde  https   t co umforldzp ,52.0
27149,2021/06/22 14:00:00,el futbol se lleva en el corazon    gran estreno en television abierta   miamigoalexis       este    de junio en  domingo de pelicula  despues de  tele    tarde  https   t co umforldzp ,52.0
44010,2021/06/22 14:00:00,el futbol se lleva en el corazon gran estreno en television abierta miamigoalexis este de junio en domingo de pelicula despues de tele tarde ,52.0
19805,2021/06/22 14:01:00,rt  fotechcl  ignacia baeza y el tener a oscar garces como su  esclavo sexual  en  la torre de mabel    no es facil trabajar con alguien en la cama y el fue muy respetuoso  https   t co nt zmmm eh,
944,2021/06/22 14:01:00,rt  fotechcl  ignacia baeza y el tener a oscar garces como su  esclavo sexual  en  la torre de mabel    no es facil trabajar con alguien en la cama y el fue muy respetuoso  https   t co nt zmmm eh,
943,2021/06/22 14:02:00,rt  canal    las cosas se complican en  chicagomed   hoy miercoles    de junio despues de  latorredemabel https   t co ftbq ake h,
19804,2021/06/22 14:02:00,rt  canal    las cosas se complican en  chicagomed   hoy miercoles    de junio despues de  latorredemabel https   t co ftbq ake h,
19803,2021/06/22 14:03:00,"rt  canal    mabel y gaspar continuan con la desesperada busqueda de sus hijos    revive el capitulo   latorredemabel 
https   t co w pzvpqny ",
942,2021/06/22 14:03:00,"rt  canal    mabel y gaspar continuan con la desesperada busqueda de sus hijos    revive el capitulo   latorredemabel 
https   t co w pzvpqny ",
941,2021/06/22 14:42:00,rt  fotechcl  ignacia baeza y el tener a oscar garces como su  esclavo sexual  en  la torre de mabel    no es facil trabajar con alguien en la cama y el fue muy respetuoso  https   t co nt zmmm eh,
19802,2021/06/22 14:42:00,rt  fotechcl  ignacia baeza y el tener a oscar garces como su  esclavo sexual  en  la torre de mabel    no es facil trabajar con alguien en la cama y el fue muy respetuoso  https   t co nt zmmm eh,
19801,2021/06/22 14:55:00, espectaculo   oscar garces tiene una participacion especial en la torre de mabel https   t co zvn lgcyce https   t co  qrkzeyhex,
940,2021/06/22 14:55:00, espectaculo   oscar garces tiene una participacion especial en la torre de mabel https   t co zvn lgcyce https   t co  qrkzeyhex,
8287,2021/06/22 16:00:00, lacopaxel   chile vs paraguay         este jueves    de junio desde las       hrs    https   t co   hhrsclrp,121.0
27148,2021/06/22 16:00:00, lacopaxel   chile vs paraguay         este jueves    de junio desde las       hrs    https   t co   hhrsclrp,121.0
44009,2021/06/22 16:00:00, lacopaxel chile vs paraguay este jueves de junio desde las hrs ,121.0
44008,2021/06/22 17:07:00,la pandemia acerco a nelson avila al mundo culinario su maxima habilidad es la observacion y el analisis y espera aplicar estos conocimientos en masterchefchile pronto masterchefcelebritychile ,108.0
27147,2021/06/22 17:07:00,la pandemia acerco a nelson avila al mundo culinario   su maxima habilidad es la observacion y el analisis  y espera aplicar estos conocimientos en  masterchefchile    pronto  masterchefcelebritychile    https   t co agaaoztqct https   t co ctcjpcso e,108.0
8286,2021/06/22 17:07:00,la pandemia acerco a nelson avila al mundo culinario   su maxima habilidad es la observacion y el analisis  y espera aplicar estos conocimientos en  masterchefchile    pronto  masterchefcelebritychile    https   t co agaaoztqct https   t co ctcjpcso e,108.0
939,2021/06/22 17:11:00,hoy en  latorredemabel https   t co guv ixeocr,
19800,2021/06/22 17:11:00,hoy en  latorredemabel https   t co guv ixeocr,
19799,2021/06/22 17:40:00, la cantidad de w  que me tuve que comer  como   quien te has creido tu      donde te vai a parecer a george clooney     cuenta alvaro gomez debido al apodo de su personaje en la torre de mabel https   t co qv fofmtdz https   t co c  jyuyui ,
938,2021/06/22 17:40:00, la cantidad de w  que me tuve que comer  como   quien te has creido tu      donde te vai a parecer a george clooney     cuenta alvaro gomez debido al apodo de su personaje en la torre de mabel https   t co qv fofmtdz https   t co c  jyuyui ,
936,2021/06/22 17:49:00,danielexhuevo  melate no sean tan mala leche la torre de mabel no es mala es entretenida  anda por ahi con edificio corona si la pusieran en el horario de las    hrs les iria mejor,
19797,2021/06/22 17:49:00,danielexhuevo  melate no sean tan mala leche la torre de mabel no es mala es entretenida  anda por ahi con edificio corona si la pusieran en el horario de las    hrs les iria mejor,
19796,2021/06/22 17:50:00,rt  glamoramacl   la cantidad de w  que me tuve que comer  como   quien te has creido tu      donde te vai a parecer a george clooney     cuenta alvaro gomez debido al apodo de su personaje en la torre de mabel https   t co qv fofmtdz https   t co c  jyuyui ,
935,2021/06/22 17:50:00,rt  glamoramacl   la cantidad de w  que me tuve que comer  como   quien te has creido tu      donde te vai a parecer a george clooney     cuenta alvaro gomez debido al apodo de su personaje en la torre de mabel https   t co qv fofmtdz https   t co c  jyuyui ,
932,2021/06/22 18:00:00,rt  canal    las cosas se complican en  chicagomed   hoy miercoles    de junio despues de  latorredemabel https   t co akccz jsef,
933,2021/06/22 18:00:00,las cosas se complican en  chicagomed   hoy miercoles    de junio despues de  latorredemabel https   t co akccz jsef,
8285,2021/06/22 18:00:00,las cosas se complican en  chicagomed   hoy miercoles    de junio despues de  latorredemabel https   t co akccz jsef,35.0
19793,2021/06/22 18:00:00,rt  canal    las cosas se complican en  chicagomed   hoy miercoles    de junio despues de  latorredemabel https   t co akccz jsef,
19794,2021/06/22 18:00:00,las cosas se complican en  chicagomed   hoy miercoles    de junio despues de  latorredemabel https   t co akccz jsef,
27146,2021/06/22 18:00:00,las cosas se complican en  chicagomed   hoy miercoles    de junio despues de  latorredemabel https   t co akccz jsef,35.0
44007,2021/06/22 18:00:00,las cosas se complican en chicagomed hoy miercoles de junio despues de latorredemabel ,35.0
44006,2021/06/22 18:01:00,con nuevo look llega rodrigo aviles a masterchefchile es un fanatico declarado de la palta la que es parte de la mayoria de sus preparaciones le gusta la cocina y tiene varias recetas en mente pronto masterchefcelebritychile ,129.0
27145,2021/06/22 18:01:00,con nuevo look llega rodrigo aviles a  masterchefchile   es un fanatico declarado de la palta  la que es parte de la mayoria de sus preparaciones   le gusta la cocina y tiene varias recetas en mente   pronto  masterchefcelebritychile    https   t co agaaozbont https   t co  kckeef s ,129.0
19792,2021/06/22 18:01:00, vuelve el programa que pone a los chilenos de pies en el mundo        siemprehayunchileno  estreno   jueves   de julio despues de  latorredemabel    canal  ,
8284,2021/06/22 18:01:00,con nuevo look llega rodrigo aviles a  masterchefchile   es un fanatico declarado de la palta  la que es parte de la mayoria de sus preparaciones   le gusta la cocina y tiene varias recetas en mente   pronto  masterchefcelebritychile    https   t co agaaozbont https   t co  kckeef s ,129.0
931,2021/06/22 18:01:00, vuelve el programa que pone a los chilenos de pies en el mundo        siemprehayunchileno  estreno   jueves   de julio despues de  latorredemabel    canal  ,
929,2021/06/22 18:02:00,rt  canal    las cosas se complican en  chicagomed   hoy miercoles    de junio despues de  latorredemabel https   t co akccz jsef,
930,2021/06/22 18:02:00,rt  mundoc     vuelve el programa que pone a los chilenos de pies en el mundo        siemprehayunchileno  estreno   jueves   de julio despues de  latorredemabel    canal  ,
19790,2021/06/22 18:02:00,rt  canal    las cosas se complican en  chicagomed   hoy miercoles    de junio despues de  latorredemabel https   t co akccz jsef,
19791,2021/06/22 18:02:00,rt  mundoc     vuelve el programa que pone a los chilenos de pies en el mundo        siemprehayunchileno  estreno   jueves   de julio despues de  latorredemabel    canal  ,
19789,2021/06/22 18:10:00,a    años de su debut en teleseries  el especial reencuentro de blanca lewin con mauricio pesutic en  la torre de mabel  https   t co  pljfxzbog,
928,2021/06/22 18:10:00,a    años de su debut en teleseries  el especial reencuentro de blanca lewin con mauricio pesutic en  la torre de mabel  https   t co  pljfxzbog,
8283,2021/06/22 18:53:00,aqui somos todos   capitulo     https   t co duaneiwcls,41.0
27144,2021/06/22 18:53:00,aqui somos todos   capitulo     https   t co duaneiwcls,41.0
44005,2021/06/22 18:53:00,aqui somos todos capitulo ,41.0
19787,2021/06/22 18:55:00,rt  fotechcl  a    años de su debut en teleseries  el especial reencuentro de blanca lewin con mauricio pesutic en  la torre de mabel  https   t co  pljfxzbog,
926,2021/06/22 18:55:00,rt  fotechcl  a    años de su debut en teleseries  el especial reencuentro de blanca lewin con mauricio pesutic en  la torre de mabel  https   t co  pljfxzbog,
8282,2021/06/22 19:00:00,violencia al volante  auto de una mujer fue destruido por taxista https   t co ilrix gzw ,273.0
27143,2021/06/22 19:00:00,violencia al volante  auto de una mujer fue destruido por taxista https   t co ilrix gzw ,273.0
44004,2021/06/22 19:00:00,violencia al volante auto de una mujer fue destruido por taxista ,273.0
19786,2021/06/22 19:02:00,la torre de mabel capitulo     miercoles    de junio del      https   t co potnbkyos ,
925,2021/06/22 19:02:00,la torre de mabel capitulo     miercoles    de junio del      https   t co potnbkyos ,
924,2021/06/22 19:16:00,"  nunca es tarde para un reencuentro  la teleserie de  canal     latorredemabel  dara pie para que una emblematica pareja vuelva a trabajar junta 

https   t co jp kmr bbz",
19785,2021/06/22 19:16:00,"  nunca es tarde para un reencuentro  la teleserie de  canal     latorredemabel  dara pie para que una emblematica pareja vuelva a trabajar junta 

https   t co jp kmr bbz",
19784,2021/06/22 19:55:00," la torre de mabel   una comparacion le causo problemas a alvaro gomez https   t co tkrsxwjxwf
 mundoc   https   t co wbqyyclkba",
923,2021/06/22 19:55:00," la torre de mabel   una comparacion le causo problemas a alvaro gomez https   t co tkrsxwjxwf
 mundoc   https   t co wbqyyclkba",
8281,2021/06/22 20:00:00, nos activamos para iluminar al campamento  sin fronteras   https   t co froz  hxdo,23.0
27142,2021/06/22 20:00:00, nos activamos para iluminar al campamento  sin fronteras   https   t co froz  hxdo,23.0
44003,2021/06/22 20:00:00, nos activamos para iluminar al campamento sin fronteras ,23.0
19783,2021/06/22 20:20:00,"  nunca es tarde para un reencuentro  la teleserie de  canal     latorredemabel  dara pie para que una emblematica pareja vuelva a trabajar junta 

https   t co gcwinjbf t",
922,2021/06/22 20:20:00,"  nunca es tarde para un reencuentro  la teleserie de  canal     latorredemabel  dara pie para que una emblematica pareja vuelva a trabajar junta 

https   t co gcwinjbf t",
920,2021/06/22 20:54:00,"rt  elfiltradorcl    nunca es tarde para un reencuentro  la teleserie de  canal     latorredemabel  dara pie para que una emblematica pareja vuelva a trabajar junta 

https   t co jp kmr bbz",
19781,2021/06/22 20:54:00,"rt  elfiltradorcl    nunca es tarde para un reencuentro  la teleserie de  canal     latorredemabel  dara pie para que una emblematica pareja vuelva a trabajar junta 

https   t co jp kmr bbz",
27141,2021/06/22 21:00:00, seguira lloviendo   conoce el pronostico del tiempo https   t co ib gb uesj,113.0
8280,2021/06/22 21:00:00, seguira lloviendo   conoce el pronostico del tiempo https   t co ib gb uesj,113.0
44002,2021/06/22 21:00:00, seguira lloviendo conoce el pronostico del tiempo ,113.0
919,2021/06/22 21:40:00,"  nunca es tarde para un reencuentro  la teleserie de  canal     latorredemabel  dara pie para que una emblematica pareja vuelva a trabajar junta 

https   t co jp kmr bbz",
19780,2021/06/22 21:40:00,"  nunca es tarde para un reencuentro  la teleserie de  canal     latorredemabel  dara pie para que una emblematica pareja vuelva a trabajar junta 

https   t co jp kmr bbz",
19779,2021/06/22 21:45:00,mabel esta realmente complicada     hoy miercoles    de junio nuevo capitulo de  latorredemabel despues de  tele   https   t co sophhanmj ,
27140,2021/06/22 21:45:00,mabel esta realmente complicada     hoy miercoles    de junio nuevo capitulo de  latorredemabel despues de  tele   https   t co sophhanmj ,116.0
918,2021/06/22 21:45:00,mabel esta realmente complicada     hoy miercoles    de junio nuevo capitulo de  latorredemabel despues de  tele   https   t co sophhanmj ,
8279,2021/06/22 21:45:00,mabel esta realmente complicada     hoy miercoles    de junio nuevo capitulo de  latorredemabel despues de  tele   https   t co sophhanmj ,116.0
44001,2021/06/22 21:45:00,mabel esta realmente complicada hoy miercoles de junio nuevo capitulo de latorredemabel despues de tele ,116.0
916,2021/06/22 22:00:00," siempre lo he admirado muchisimo como actor   el especial reencuentro de blanca lewin con mauricio pesutic en  la torre de mabel 
https   t co enj upyvzt",
19777,2021/06/22 22:00:00," siempre lo he admirado muchisimo como actor   el especial reencuentro de blanca lewin con mauricio pesutic en  la torre de mabel 
https   t co enj upyvzt",
19776,2021/06/22 22:03:00,"rt  ahoraenchile cl   la torre de mabel   una comparacion le causo problemas a alvaro gomez https   t co tkrsxwjxwf
 mundoc   https   t co wbqyyclkba",
915,2021/06/22 22:03:00,"rt  ahoraenchile cl   la torre de mabel   una comparacion le causo problemas a alvaro gomez https   t co tkrsxwjxwf
 mundoc   https   t co wbqyyclkba",
914,2021/06/22 22:19:00,rt  canal    mabel esta realmente complicada     hoy miercoles    de junio nuevo capitulo de  latorredemabel despues de  tele   https   t co sophhanmj ,
19775,2021/06/22 22:19:00,rt  canal    mabel esta realmente complicada     hoy miercoles    de junio nuevo capitulo de  latorredemabel despues de  tele   https   t co sophhanmj ,
19773,2021/06/22 22:30:00,la torre de mabel ya quisiera la audiencia de los lives del huaso isla ,
912,2021/06/22 22:30:00,la torre de mabel ya quisiera la audiencia de los lives del huaso isla ,
909,2021/06/22 22:45:00,"  que estan viendo en la television abierta chile      

 dementemega 
 yosoychv 
 elverdaderopadredereyyan
 latorredemabel",
910,2021/06/22 22:45:00,"  nunca es tarde para un reencuentro  la teleserie de  canal     latorredemabel  dara pie para que una emblematica pareja vuelva a trabajar junta 

https   t co gcwinjbf t",
